Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current dataset	Border_grain
214	Aragonite	1.6384	1.4443	3	337.63	59.44	1.8436	1.6293	156.26	0.75	1.46	1.04	49.99	22.24	True	no
215	Aragonite	2.1504	1.6547	2	365.86	59.24	2.1307	1.6581	174.29	0.39	0.76	130.77	134.70	50.65	True	no
216	Aragonite	1.024	1.1418	2	188.80	60.50	1.3362	1.3693	90	0.50	1.07	94.93	143.91	111.15	True	no
217	Aragonite	3.4816	2.1054	6	205.32	62.50	2.4984	1.4081	137.05	0.52	1.09	143.62	93.78	167.74	True	no
218	Aragonite	1.024	1.1418	2	216.20	61.40	1.79	2.4576	83.953	0.51	0.77	23.07	126.81	60.01	True	no
219	Aragonite	1.7408	1.4888	4	271.35	60.76	1.7215	1.337	124.01	0.58	1.81	142.12	135.85	159.04	True	no
220	Aragonite	5.0176	2.5276	7	292.71	63.27	3.4213	1.8322	36.079	0.83	1.96	122.34	136.93	84.50	True	no
221	Aragonite	5.9392	2.7499	5	74.72	65.33	4.2424	2.38	109.34	1.69	4.32	59.93	90.61	106.32	True	no
222	Aragonite	2.4576	1.7689	4	97.50	63.00	2.313	1.7097	90	1.04	2.76	33.26	120.91	178.20	True	no
223	Aragonite	1.1264	1.1976	3	111.64	61.09	1.4255	1.4169	15.071	0.58	1.17	93.07	101.16	138.56	True	no
224	Aragonite	1.1264	1.1976	4	159.36	61.45	1.286	1.1531	71.565	0.71	1.53	114.36	99.59	31.26	True	no
225	Aragonite	4.7104	2.449	4	165.76	63.35	3.6173	2.1818	143.27	1.01	2.61	113.89	18.87	59.10	True	no
226	Aragonite	1.3312	1.3019	3	171.00	62.15	1.4346	1.2142	90	0.41	0.53	87.93	138.21	101.37	True	no
227	Aragonite	1.1264	1.1976	4	183.00	61.45	1.5386	1.6506	174.97	0.36	0.65	124.84	135.50	37.48	True	no
228	Aragonite	6.8608	2.9556	6	194.87	64.16	3.6663	1.5388	8.8703	0.97	1.87	95.67	143.17	107.65	True	no
229	Aragonite	2.048	1.6148	5	220.45	63.10	2.3505	2.1188	110.94	0.84	2.36	104.51	127.30	115.40	True	no
230	Aragonite	4.8128	2.4754	7	248.00	64.04	2.5687	1.0767	170.2	2.04	5.05	63.88	64.39	64.05	True	no
231	Aragonite	1.6384	1.4443	3	258.63	63.25	2.4829	2.9553	100.07	0.95	1.85	63.07	66.06	60.42	True	no
232	Aragonite	4.7104	2.449	6	267.35	64.61	3.1247	1.628	84.631	1.45	3.03	85.04	65.80	90.37	True	no
233	Aragonite	1.9456	1.5739	4	276.68	61.05	2.3596	2.2475	176.31	0.80	0.99	137.37	134.23	156.29	True	no
234	Aragonite	1.1264	1.1976	4	305.09	61.09	1.6785	1.9644	157.76	0.40	1.18	1.35	94.71	79.42	True	no
235	Aragonite	1.024	1.1418	2	342.00	61.20	1.2842	1.2649	90	0.63	1.61	20.99	110.76	18.42	True	no
236	Aragonite	1.9456	1.5739	3	369.74	62.63	2.1298	1.8311	116.57	0.65	1.10	87.03	65.90	74.96	True	no
237	Aragonite	1.4336	1.351	1	372.79	62.43	1.7534	1.6844	112.02	0.40	0.92	147.95	91.35	60.91	True	no
238	Aragonite	10.138	3.5927	7	122.03	67.42	4.7635	1.7579	46.474	1.35	3.72	41.28	60.15	167.04	True	no
239	Aragonite	1.8432	1.5319	4	136.00	62.94	2.2314	2.1216	13.558	0.67	1.34	40.00	59.23	170.03	True	no
240	Aragonite	1.8432	1.5319	3	153.06	62.89	1.9848	1.6785	41.748	0.54	1.44	40.64	60.30	165.91	True	no
241	Aragonite	1.536	1.3985	5	156.47	63.60	1.8918	1.8301	83.051	0.43	1.53	170.31	147.71	71.18	True	no
242	Aragonite	2.2528	1.6936	4	211.73	63.82	1.8884	1.2433	3.2599	0.67	1.38	167.69	33.16	153.38	True	no
243	Aragonite	2.9696	1.9445	4	230.83	63.52	2.7698	2.0291	146.7	0.74	1.32	164.16	115.62	168.14	True	no
244	Aragonite	5.4272	2.6287	6	300.89	65.38	3.2911	1.5674	128.53	0.65	1.67	160.64	53.65	167.86	True	no
245	Aragonite	2.048	1.6148	2	329.70	63.70	1.8516	1.3148	32.778	0.34	0.80	172.68	63.69	122.16	True	no
246	Aragonite	2.2528	1.6936	4	337.77	64.50	2.3883	1.9886	86.538	0.38	0.47	47.07	124.69	78.48	True	no
247	Aragonite	1.1264	1.1976	2	347.55	62.18	1.4693	1.5054	138.97	0.20	0.87	103.10	116.53	56.37	True	no
248	Aragonite	3.1744	2.0104	5	224.61	64.90	2.3805	1.4021	90.868	0.82	1.48	167.58	74.97	167.70	True	no
249	Aragonite	2.56	1.8054	5	238.56	64.28	2.4811	1.8885	163.58	0.77	1.27	163.03	115.56	166.72	True	no
250	Aragonite	1.9456	1.5739	4	344.37	64.21	1.6418	1.0881	96.264	0.59	1.46	26.39	38.25	143.63	True	no
251	Aragonite	6.144	2.7969	5	379.77	66.72	3.5123	1.577	146.74	0.86	2.26	16.90	68.11	105.68	True	no
252	Aragonite	1.6384	1.4443	5	110.94	63.94	1.9714	1.863	9.9402	0.72	1.86	155.14	71.99	91.04	True	no
253	Aragonite	8.3968	3.2697	6	135.11	68.77	5.0435	2.3792	33.474	0.96	2.09	32.40	111.45	169.34	True	no
254	Aragonite	4.3008	2.3401	7	149.74	66.17	3.9929	2.9115	167.58	1.57	2.97	147.04	12.05	67.46	True	no
255	Aragonite	2.048	1.6148	4	185.10	65.30	1.898	1.3815	127.76	0.55	0.87	113.61	140.69	118.82	True	no
256	Aragonite	1.4336	1.351	4	261.50	64.29	1.3654	1.0214	90	0.72	0.89	170.43	125.00	78.19	True	no
257	Aragonite	7.68	3.1271	7	273.97	66.93	4.3028	1.8933	38.315	2.29	4.00	137.67	79.21	66.03	True	no
258	Aragonite	1.1264	1.1976	4	305.73	63.73	1.5513	1.6779	9.9916	0.54	0.77	115.35	164.56	139.41	True	no
259	Aragonite	1.9456	1.5739	4	313.74	64.63	1.6638	1.1174	17.496	1.09	2.35	48.32	141.38	131.55	True	no
260	Aragonite	1.7408	1.4888	3	362.65	65.12	1.9038	1.6352	73.83	0.45	0.90	22.63	21.73	12.75	True	no
261	Aragonite	1.024	1.1418	3	114.00	65.50	1.4591	1.633	63.435	0.08	0.20	142.07	54.09	128.26	True	no
262	Aragonite	1.3312	1.3019	2	142.31	66.15	1.6115	1.5322	56.835	0.60	1.31	43.34	49.07	167.32	True	no
263	Aragonite	1.3312	1.3019	3	159.85	65.38	1.7281	1.762	10.625	0.91	1.47	5.09	55.49	156.80	True	no
264	Aragonite	1.7408	1.4888	4	263.65	67.53	2.3312	2.4518	75.522	0.93	1.84	18.11	79.02	111.32	True	no
265	Aragonite	2.6624	1.8412	3	307.00	67.81	2.2496	1.4929	75.606	0.69	1.40	2.11	92.90	78.59	True	no
266	Aragonite	2.3552	1.7317	5	310.43	67.91	2.5388	2.1494	96.238	0.71	1.45	65.88	100.79	87.79	True	no
267	Aragonite	2.1504	1.6547	5	318.14	67.10	2.084	1.5862	109.1	0.52	1.37	79.01	94.62	133.65	True	no
268	Aragonite	2.2528	1.6936	4	332.64	66.59	2.2454	1.7577	52.675	0.71	1.24	45.42	89.37	113.24	True	no
269	Aragonite	1.6384	1.4443	3	350.81	66.38	2.3793	2.7136	77.518	0.63	1.23	48.27	69.87	70.24	True	no
270	Aragonite	1.8432	1.5319	4	354.44	66.89	2.2062	2.074	71.913	0.76	1.37	95.55	94.22	62.18	True	no
271	Aragonite	1.024	1.1418	3	108.20	66.70	1.461	1.637	71.778	0.51	0.79	170.51	5.88	51.52	True	no
272	Aragonite	2.3552	1.7317	3	129.48	67.52	2.0885	1.4546	27.922	1.02	1.73	144.98	9.18	70.01	True	no
273	Aragonite	1.2288	1.2508	5	205.17	66.67	1.6143	1.6657	150.85	0.36	0.55	146.07	71.21	172.27	True	no
274	Aragonite	1.3312	1.3019	4	217.77	66.38	1.3658	1.1005	149.04	0.89	1.90	169.06	34.39	150.97	True	no
275	Aragonite	5.7344	2.7021	3	325.89	69.57	3.5783	1.7537	148.87	0.77	1.54	89.54	112.32	47.07	True	no
276	Aragonite	1.1264	1.1976	3	341.09	66.36	1.4255	1.4169	105.07	0.10	0.14	84.50	111.21	84.50	True	no
277	Aragonite	1.8432	1.5319	3	347.67	68.06	2.0612	1.8104	103.44	0.73	1.12	159.10	114.82	78.74	True	no
278	Aragonite	10.342	3.6288	9	95.79	76.91	5.9107	2.653	107.38	1.57	2.89	152.36	51.75	112.06	True	no
279	Aragonite	1.2288	1.2508	4	173.83	67.42	1.5816	1.5989	159.39	0.45	1.04	167.63	75.36	15.88	True	no
280	Aragonite	1.536	1.3985	6	178.53	67.93	1.668	1.4226	61.683	0.82	1.49	6.94	43.50	158.49	True	no
281	Aragonite	1.9456	1.5739	4	182.63	68.00	1.7662	1.2593	122.53	0.22	0.60	124.20	132.37	142.32	True	no
282	Aragonite	1.2288	1.2508	3	202.00	67.83	1.7482	1.9533	141.77	0.70	1.13	130.54	134.28	143.00	True	no
283	Aragonite	5.0176	2.5276	8	212.84	70.90	4.0629	2.5839	133.53	0.79	2.49	155.59	20.01	170.32	True	no
284	Aragonite	1.024	1.1418	3	213.50	66.90	1.3109	1.318	160.1	0.51	1.53	148.22	83.20	175.92	True	no
285	Aragonite	9.0112	3.3872	9	245.82	71.89	4.537	1.7941	148.39	1.75	2.93	27.85	165.93	41.90	True	no
286	Aragonite	1.1264	1.1976	3	252.27	68.27	1.5513	1.6779	80.008	0.62	1.25	107.06	96.69	53.59	True	no
287	Aragonite	5.2224	2.5786	7	295.02	68.94	3.358	1.6958	159.7	0.72	1.33	99.24	176.50	169.54	True	no
288	Aragonite	11.264	3.7871	9	357.32	75.97	7.0484	3.464	80.774	0.79	2.59	81.12	73.17	0.73	True	no
289	Aragonite	5.632	2.6779	4	362.73	73.07	4.9657	3.4387	72.792	0.84	1.82	51.35	91.03	17.35	True	no
290	Aragonite	5.8368	2.7261	7	371.93	71.16	3.4998	1.6482	89.728	0.79	1.72	9.08	26.15	62.95	True	no
291	Aragonite	3.4816	2.1054	6	79.82	74.50	4.5327	4.6348	98.076	0.64	2.72	176.50	72.85	86.19	True	no
292	Aragonite	1.6384	1.4443	3	160.81	68.25	1.8483	1.6377	164.69	1.08	1.65	172.04	130.86	9.45	True	no
293	Aragonite	1.8432	1.5319	5	165.72	68.33	1.8594	1.4732	159.75	0.51	2.29	3.40	55.01	159.97	True	no
294	Aragonite	16.794	4.6241	9	203.32	75.15	6.9738	2.2745	149.74	0.93	2.77	17.98	148.19	45.75	True	no
295	Aragonite	1.7408	1.4888	5	221.00	69.24	2.0118	1.8261	99.495	0.48	1.08	154.75	91.87	153.03	True	no
296	Aragonite	3.7888	2.1964	3	232.65	69.05	2.9282	1.7774	0.50718	0.80	1.07	171.88	63.85	168.62	True	no
297	Aragonite	1.7408	1.4888	3	238.47	68.65	1.5915	1.1428	78.69	0.61	1.50	159.46	126.56	167.11	True	no
298	Aragonite	2.6624	1.8412	6	286.19	69.23	2.0444	1.233	67.735	0.67	1.60	63.21	133.24	18.64	True	no
299	Aragonite	1.7408	1.4888	5	314.59	68.88	1.6858	1.2823	74.828	0.75	1.43	19.26	129.70	106.91	True	no
300	Aragonite	1.6384	1.4443	1	387.38	68.75	1.5564	1.1612	104.87	0.51	1.53	119.94	61.66	51.83	True	no
301	Aragonite	11.162	3.7698	7	66.85	77.23	5.3394	2.0061	108.63	1.14	2.92	135.82	142.26	173.18	True	no
302	Aragonite	7.0656	2.9994	7	102.86	71.71	3.7868	1.594	20.86	1.74	3.95	74.49	60.16	85.19	True	no
303	Aragonite	1.7408	1.4888	3	111.35	70.53	1.9668	1.7453	120.38	0.68	1.20	139.87	12.35	76.25	True	no
304	Aragonite	2.6624	1.8412	5	144.88	71.31	2.2622	1.5097	89.906	0.79	1.38	14.03	43.86	148.98	True	no
305	Aragonite	3.1744	2.0104	3	149.71	70.13	2.3086	1.3187	164.42	0.84	2.66	0.37	35.42	151.35	True	no
306	Aragonite	2.3552	1.7317	4	191.30	70.78	2.0194	1.36	133.9	0.58	0.86	118.91	143.08	140.02	True	no
307	Aragonite	3.2768	2.0426	5	218.97	72.31	3.4666	2.8804	126.08	0.71	1.22	20.20	145.19	48.76	True	no
308	Aragonite	1.6384	1.4443	4	249.75	70.00	2.3416	2.6285	153.43	1.40	2.16	170.15	122.99	76.13	True	no
309	Aragonite	1.2288	1.2508	4	260.00	69.92	1.3862	1.2282	153.81	0.88	1.69	83.91	67.51	88.43	True	no
310	Aragonite	1.8432	1.5319	4	338.56	69.67	1.6773	1.1987	24.346	0.37	0.92	31.89	122.56	99.22	True	no
311	Aragonite	1.6384	1.4443	3	70.38	71.00	1.5833	1.2016	52.854	1.11	2.04	176.72	77.55	74.71	True	no
312	Aragonite	4.4032	2.3678	5	89.49	72.67	3.0107	1.6168	109.73	1.09	2.06	98.24	91.33	135.57	True	no
313	Aragonite	1.1264	1.1976	3	169.45	71.27	1.8013	2.2625	126.24	0.48	0.71	115.79	128.34	148.05	True	no
314	Aragonite	1.7408	1.4888	4	172.29	70.29	1.7724	1.4173	153.72	1.04	1.64	122.20	130.04	156.82	True	no
315	Aragonite	1.1264	1.1976	4	176.45	70.82	1.4693	1.5054	138.97	0.23	1.25	122.08	18.61	52.32	True	no
316	Aragonite	10.035	3.5745	9	186.49	75.82	5.079	2.0189	117.04	0.71	2.00	0.70	154.66	50.12	True	no
317	Aragonite	1.024	1.1418	4	205.20	70.30	1.461	1.637	108.22	0.44	1.07	21.50	146.15	49.26	True	no
318	Aragonite	1.3312	1.3019	4	208.08	70.69	1.6367	1.5804	100.64	0.61	0.88	144.15	83.32	176.00	True	no
319	Aragonite	1.3312	1.3019	4	223.38	71.69	2.2517	2.9913	82.419	0.58	1.14	9.02	136.65	40.84	True	no
320	Aragonite	3.2768	2.0426	8	257.31	71.72	3.2225	2.489	160.17	1.34	2.44	64.23	65.40	68.41	True	no
321	Aragonite	1.9456	1.5739	4	282.32	72.00	2.2784	2.0955	111.68	0.74	1.04	160.31	66.88	127.87	True	no
322	Aragonite	1.9456	1.5739	4	290.37	71.74	2.0209	1.6486	141	0.35	0.69	108.68	81.10	138.56	True	no
323	Aragonite	7.2704	3.0425	6	347.93	73.45	4.0715	1.7908	170.5	1.50	2.44	159.07	113.61	80.16	True	no
324	Aragonite	1.6384	1.4443	4	376.25	71.00	1.8822	1.6983	97.31	0.77	1.74	87.28	125.50	29.43	True	no
325	Aragonite	2.9696	1.9445	4	139.38	72.86	2.2247	1.309	43.986	1.09	1.66	37.76	58.62	170.49	True	no
326	Aragonite	7.8848	3.1685	6	154.56	76.48	3.7358	1.3902	114.51	2.35	4.65	161.08	66.94	25.95	True	no
327	Aragonite	3.072	1.9777	5	160.67	72.13	2.8213	2.035	10.206	1.73	2.60	175.25	131.54	13.62	True	no
328	Aragonite	1.1264	1.1976	5	264.55	71.64	1.286	1.1531	18.435	0.66	1.21	172.39	118.94	74.99	True	no
329	Aragonite	1.024	1.1418	3	276.00	71.20	1.2842	1.2649	90	0.49	0.61	17.03	75.57	110.83	True	no
330	Aragonite	1.2288	1.2508	5	316.67	72.58	1.5613	1.5581	86.894	0.20	0.58	33.95	126.29	118.18	True	no
331	Aragonite	1.024	1.1418	3	319.30	71.30	1.2868	1.27	45	0.06	0.30	34.58	127.75	113.51	True	no
332	Aragonite	2.6624	1.8412	4	334.54	73.08	2.5124	1.8621	78.55	0.89	1.82	145.59	134.77	80.33	True	no
333	Aragonite	1.024	1.1418	3	366.50	71.50	1.7871	2.4495	45	0.88	1.63	136.24	140.86	94.85	True	no
334	Aragonite	1.6384	1.4443	4	379.81	71.81	1.6705	1.3377	162.75	0.50	0.85	66.74	147.79	12.80	True	no
335	Aragonite	1.3312	1.3019	5	73.46	73.77	2.546	3.8244	87.855	0.64	0.82	59.76	96.91	102.95	True	no
336	Aragonite	1.7408	1.4888	3	85.00	74.06	2.037	1.8722	88.362	0.76	1.99	111.45	82.06	101.32	True	no
337	Aragonite	1.8432	1.5319	3	115.06	73.67	1.5914	1.0791	128.63	0.62	1.32	139.39	52.95	128.68	True	no
338	Aragonite	6.8608	2.9556	5	123.40	75.78	3.9294	1.7675	49.203	1.13	2.32	160.07	9.78	55.25	True	no
339	Aragonite	26.829	5.8446	17	186.60	86.77	17.287	8.748	140.86	1.69	5.59	6.58	153.92	50.24	True	no
340	Aragonite	1.536	1.3985	4	180.20	73.20	1.8504	1.7508	113.06	0.45	0.70	138.55	75.75	160.15	True	no
341	Aragonite	3.3792	2.0743	3	227.73	76.61	3.7907	3.3398	124.68	0.77	1.42	120.80	144.33	142.45	True	no
342	Aragonite	6.9632	2.9776	3	233.28	75.01	3.604	1.465	152.95	1.23	3.30	175.50	64.85	169.08	True	no
343	Aragonite	1.2288	1.2508	4	268.08	73.17	1.606	1.6485	99.417	0.44	0.51	53.47	60.20	72.35	True	no
344	Aragonite	3.072	1.9777	6	279.00	74.93	2.3517	1.414	109.54	0.59	1.03	73.39	69.50	57.12	True	no
345	Aragonite	2.8672	1.9107	5	294.21	75.07	2.5442	1.7732	85.994	0.50	1.31	60.78	126.50	125.12	True	no
346	Aragonite	1.1264	1.1976	3	311.09	73.00	1.4708	1.5084	75.286	0.64	1.06	119.61	98.98	97.96	True	no
347	Aragonite	1.7408	1.4888	5	313.29	74.59	2.2316	2.2469	84.987	0.68	2.16	1.90	93.34	78.58	True	no
348	Aragonite	1.1264	1.1976	3	77.82	73.55	1.643	1.8821	81.87	0.43	0.97	161.81	163.16	70.50	True	no
349	Aragonite	9.728	3.5194	6	107.20	84.99	6.855	3.7939	81.208	1.63	3.21	40.13	132.03	110.70	True	no
350	Aragonite	1.3312	1.3019	5	274.00	74.00	1.3019	1	90	0.52	1.07	83.16	64.99	83.28	True	no
351	Aragonite	1.7408	1.4888	2	302.12	75.71	2.9801	4.0068	112.81	0.76	1.53	125.13	50.85	166.25	True	no
352	Aragonite	2.56	1.8054	3	304.92	75.00	2.4064	1.7766	116.5	0.64	1.19	101.10	118.64	158.38	True	no
353	Aragonite	6.4512	2.866	8	338.73	77.63	3.1642	1.2189	34.651	1.21	3.04	45.35	63.09	48.01	True	no
354	Aragonite	4.9152	2.5016	5	366.52	77.21	3.216	1.6526	61.642	0.65	1.61	98.14	84.66	72.11	True	no
355	Aragonite	2.048	1.6148	3	392.65	73.95	2.0883	1.6724	56.884	0.36	0.60	17.14	69.91	104.62	True	no
356	Aragonite	3.8912	2.2259	4	397.55	76.71	3.1024	1.9427	97.751	0.72	1.17	73.99	65.73	80.64	True	no
357	Aragonite	1.3312	1.3019	4	71.23	75.23	1.9294	2.1962	88.349	0.66	1.17	177.25	74.73	77.26	True	no
358	Aragonite	1.6384	1.4443	5	75.44	76.06	2.1974	2.3147	88.087	0.76	1.41	60.54	99.50	103.66	True	no
359	Aragonite	1.1264	1.1976	3	82.27	76.00	2.5479	4.5263	102.73	0.68	1.60	59.75	95.02	106.54	True	no
360	Aragonite	1.2288	1.2508	3	191.42	75.00	1.6705	1.7836	132.79	0.62	0.62	44.88	71.50	66.86	True	no
361	Aragonite	3.4816	2.1054	5	288.26	75.35	2.8975	1.8939	151.56	0.64	1.73	158.55	128.30	174.44	True	no
362	Aragonite	6.5536	2.8887	9	302.98	80.64	5.0046	3.0016	130.63	0.67	1.86	100.90	118.77	158.84	True	no
363	Aragonite	2.1504	1.6547	4	326.33	74.43	2.8844	3.0388	165.94	0.66	1.98	44.35	66.00	46.97	True	no
364	Aragonite	3.9936	2.255	6	383.28	76.62	2.3217	1.0601	132.37	0.56	1.19	66.79	154.01	15.90	True	no
365	Aragonite	3.6864	2.1665	4	388.61	76.78	2.9225	1.8197	100.41	0.55	0.95	41.39	46.03	103.85	True	no
366	Aragonite	11.878	3.889	12	145.59	81.65	5.8748	2.282	147.08	1.77	4.13	109.68	30.24	57.31	True	no
367	Aragonite	1.9456	1.5739	3	148.16	77.79	2.6964	2.9349	123.25	1.68	2.52	108.00	32.24	61.24	True	no
368	Aragonite	7.0656	2.9994	6	162.20	78.74	3.8571	1.6537	67.473	1.82	3.87	6.76	54.19	152.40	True	no
369	Aragonite	1.7408	1.4888	4	256.94	74.82	2.2375	2.2587	177.55	0.88	1.69	56.69	99.77	65.61	True	no
370	Aragonite	2.048	1.6148	6	265.50	75.50	2.4026	2.2137	160.36	0.83	2.14	27.84	154.38	53.80	True	no
371	Aragonite	1.6384	1.4443	4	297.31	77.88	2.0884	2.0908	103.35	0.53	1.11	69.55	157.87	137.94	True	no
372	Aragonite	1.1264	1.1976	5	309.64	75.91	1.6938	2.0005	134.32	0.51	0.57	146.93	18.77	127.69	True	no
373	Aragonite	1.024	1.1418	5	379.00	75.30	1.3744	1.4489	80.924	0.83	1.04	35.86	170.70	165.55	True	no
374	Aragonite	6.0416	2.7735	4	104.03	81.20	3.5677	1.6547	82.12	0.69	2.56	138.44	57.86	123.56	True	no
375	Aragonite	2.56	1.8054	5	135.20	78.04	2.7161	2.2632	71.148	0.91	2.03	3.47	55.08	147.27	True	no
376	Aragonite	1.2288	1.2508	5	271.75	76.25	1.6347	1.7081	148.78	0.49	1.54	73.42	68.81	57.16	True	no
377	Aragonite	5.12	2.5532	7	315.34	79.98	3.1701	1.5416	91.331	0.85	1.55	131.58	53.54	119.72	True	no
378	Aragonite	32.051	6.3882	15	327.28	90.67	8.1545	1.6294	128.26	1.75	5.03	133.77	55.08	120.58	True	no
379	Aragonite	3.072	1.9777	4	326.40	78.80	2.5883	1.7128	126.96	0.63	1.33	142.81	31.26	149.43	True	no
380	Aragonite	1.3312	1.3019	3	374.00	76.38	1.9649	2.2778	33.961	0.45	1.34	50.57	53.98	175.07	True	no
381	Aragonite	2.048	1.6148	4	393.95	78.15	2.1893	1.8381	84.992	0.75	2.30	136.55	87.40	64.42	True	no
382	Aragonite	1.024	1.1418	5	87.00	77.50	1.4591	1.633	63.435	0.46	0.86	113.36	87.92	102.35	True	no
383	Aragonite	1.2288	1.2508	3	100.92	77.50	1.6002	1.6366	63.155	1.00	1.69	7.91	77.34	116.66	True	no
384	Aragonite	6.3488	2.8432	5	117.69	81.21	4.0284	2.0075	131.2	1.02	2.71	157.71	122.52	84.13	True	no
385	Aragonite	1.6384	1.4443	4	220.25	78.56	2.0236	1.9629	119.19	0.83	1.64	157.93	88.70	156.65	True	no
386	Aragonite	4.1984	2.312	5	238.68	79.83	3.0809	1.7757	53.805	1.08	2.15	80.58	115.98	38.50	True	no
387	Aragonite	1.1264	1.1976	5	254.09	77.36	1.4255	1.4169	105.07	0.43	0.65	8.67	76.69	65.26	True	no
388	Aragonite	7.0656	2.9994	5	264.26	81.74	3.9937	1.7729	104.73	1.01	2.25	123.01	119.83	86.84	True	no
389	Aragonite	1.1264	1.1976	5	275.64	77.73	1.3639	1.2971	113.2	0.71	1.46	46.75	71.34	9.12	True	no
390	Aragonite	1.3312	1.3019	4	282.38	78.08	1.6144	1.5376	83.421	0.75	0.88	113.28	106.20	125.61	True	no
391	Aragonite	1.3312	1.3019	5	331.85	78.46	1.5506	1.4186	84.713	0.50	0.57	95.32	141.57	154.05	True	no
392	Aragonite	1.2288	1.2508	2	131.92	78.25	1.5126	1.4624	124.29	0.56	1.22	157.77	78.36	26.95	True	no
393	Aragonite	4.9152	2.5016	5	168.35	81.21	2.5943	1.0755	117.9	0.74	1.88	161.78	68.02	24.84	True	no
394	Aragonite	6.7584	2.9334	8	199.39	82.26	5.0294	2.9395	135.2	1.03	2.70	139.42	83.08	162.37	True	no
395	Aragonite	7.0656	2.9994	6	216.75	81.48	3.9902	1.7699	175.27	1.36	3.13	119.75	143.83	139.22	True	no
396	Aragonite	2.8672	1.9107	4	226.00	80.46	2.4953	1.7056	125.67	0.83	1.83	11.42	150.51	42.52	True	no
397	Aragonite	1.2288	1.2508	4	250.33	78.33	1.6462	1.7321	45	0.89	1.78	121.60	115.87	87.64	True	no
398	Aragonite	3.6864	2.1665	6	258.22	80.06	2.6781	1.5281	96.624	0.62	1.83	13.00	71.29	64.82	True	no
399	Aragonite	1.8432	1.5319	4	269.56	79.56	2.0686	1.8233	62.633	0.57	1.33	165.73	68.61	121.63	True	no
400	Aragonite	1.6384	1.4443	5	308.50	79.00	1.5984	1.2247	90	0.52	1.27	1.75	94.43	77.91	True	no
401	Aragonite	1.9456	1.5739	3	351.11	78.79	1.7665	1.2597	160.13	0.71	1.24	97.84	149.64	114.37	True	no
402	Aragonite	1.024	1.1418	4	375.50	78.30	1.5035	1.7339	37.534	0.58	1.48	10.19	25.58	63.01	True	no
403	Aragonite	1.024	1.1418	5	72.50	79.40	1.2842	1.2649	90	0.66	1.08	57.42	86.34	109.97	True	no
404	Aragonite	1.4336	1.351	6	83.50	81.07	2.026	2.2487	59.872	0.85	1.82	176.88	72.59	85.98	True	no
405	Aragonite	1.1264	1.1976	5	89.27	79.73	1.5513	1.6779	99.992	0.89	1.25	110.55	82.95	106.83	True	no
406	Aragonite	1.6384	1.4443	3	130.31	80.50	1.8805	1.6952	127.65	0.81	1.10	102.04	29.98	64.56	True	no
407	Aragonite	2.048	1.6148	3	246.30	80.25	1.9654	1.4813	75.55	0.90	2.39	143.72	168.59	33.72	True	no
408	Aragonite	1.024	1.1418	3	344.00	79.50	1.4591	1.633	63.435	0.59	1.03	55.10	133.05	92.58	True	no
409	Aragonite	1.4336	1.351	6	370.86	79.50	1.5837	1.3741	180	0.25	0.86	88.55	90.61	80.29	True	no
410	Aragonite	1.536	1.3985	4	379.07	80.67	1.9591	1.9625	95.414	0.66	0.83	96.91	61.90	124.02	True	no
411	Aragonite	2.2528	1.6936	3	401.50	80.45	1.8279	1.1648	90	0.81	1.77	87.12	63.73	70.26	True	no
412	Aragonite	1.1264	1.1976	3	127.00	80.18	1.5262	1.6241	125.01	0.11	0.58	120.49	24.88	66.01	True	no
413	Aragonite	1.1264	1.1976	4	173.00	80.55	1.8411	2.3636	122.07	0.73	1.04	161.35	69.09	18.00	True	no
414	Aragonite	26.624	5.8223	14	247.08	96.96	8.8967	2.3349	124.22	2.22	6.50	97.90	80.46	49.18	True	no
415	Aragonite	7.4752	3.0851	9	251.93	85.42	3.6364	1.3894	100.69	1.07	3.42	10.75	74.15	67.31	True	no
416	Aragonite	2.8672	1.9107	4	273.11	82.32	2.2291	1.3611	91.431	0.87	1.37	113.29	105.71	124.40	True	no
417	Aragonite	5.12	2.5532	8	277.36	83.44	3.8884	2.3194	56.432	0.64	1.48	60.45	134.07	13.29	True	no
418	Aragonite	6.5536	2.8887	9	282.23	86.03	5.3354	3.4115	61.406	1.08	2.83	46.05	72.11	9.15	True	no
419	Aragonite	1.1264	1.1976	2	287.73	81.27	1.6299	1.8524	97.28	0.54	0.88	70.90	92.76	141.53	True	no
420	Aragonite	2.56	1.8054	4	292.64	81.80	2.2158	1.5063	86.224	0.64	1.35	133.89	56.22	122.30	True	no
421	Aragonite	5.0176	2.5276	7	79.43	87.49	4.9652	3.8589	98.684	0.86	2.06	120.49	69.28	94.48	True	no
422	Aragonite	1.6384	1.4443	4	86.19	82.25	1.9215	1.77	78.583	0.66	1.75	176.23	77.83	93.25	True	no
423	Aragonite	13.619	4.1642	8	88.68	87.90	4.9342	1.404	58.292	1.82	5.02	174.61	72.99	91.31	True	no
424	Aragonite	1.536	1.3985	3	124.47	81.87	1.4913	1.1371	75.964	0.72	1.24	21.18	56.10	152.57	True	no
425	Aragonite	8.192	3.2296	5	196.05	86.56	4.8146	2.2224	119.45	0.49	1.60	119.00	131.53	157.67	True	no
