"","Nr.","Phase","Area","d","l","Xcg","Ycg","Major","Aspect_ratio","Slope","GOS","MOS","Mean_E1","Mean_E2","Mean_E3","In_current_dataset","Border_grain","Log_Area","Log_Major","Minor","Log_Minor"
"131",131,"Aragonite",2.4389,1.7622,3,480.31,72.55,1.8201,1.0669,145.3,0.52,1.3,148.4,78.11,95.59,"True","no",0.891547117983239,0.598891444634225,1.33998131970771,0.292655673349014
"132",132,"Aragonite",3.2799,2.0436,5,555.08,73.28,2.0754,1.0314,102.63,0.65,1.42,134,95.36,115.82,"True","no",1.18781293412641,0.730153906189041,1.58037004914715,0.457659027937371
"133",133,"Aragonite",8.0736,3.2062,7,661.53,76.54,3.3055,1.0629,79.298,0.73,1.29,93.64,128.6,42.83,"True","no",2.0885994794646,1.1955877477915,2.44247466343972,0.893011731673106
"134",134,"Aragonite",2.2707,1.7003,5,667.67,73.26,2.2381,1.7326,153.83,0.8,0.96,161.05,33.19,131.69,"True","no",0.820088154001094,0.805627291643947,1.01456592645548,0.0144608623571478
"135",135,"Aragonite",2.523,1.7923,5,526.17,73.67,1.8888,1.1106,177.54,0.56,1.16,21.77,111.29,78.09,"True","no",0.925448669658921,0.635941706789166,1.33576874205845,0.289506962869755
"136",136,"Aragonite",4.0368,2.2671,5,534.65,73.85,2.6647,1.3815,0.21282,0.67,1.25,133.84,96.81,116.7,"True","no",1.39545229890466,0.980091480924817,1.51491725147296,0.41536081797984
"137",137,"Aragonite",4.3732,2.3597,5,550.04,75.79,3.0772,1.7007,105.84,0.86,1.97,82,111.18,102.44,"True","no",1.47549500657819,1.12402009260264,1.42116209541141,0.35147491397555
"138",138,"Aragonite",2.1025,1.6361,4,585.56,74.64,2.0858,1.6251,98.654,1.13,1.62,159.69,91.9,115.7,"True","no",0.743127112864966,0.735152474704975,1.00800652027999,0.00797463815999074
"139",139,"Aragonite",2.1025,1.6361,3,593.4,74.12,2.0699,1.6006,3.3945,0.93,1.59,158.61,92.84,114.22,"True","no",0.743127112864966,0.727500296931608,1.01574955311851,0.0156268159333583
"140",140,"Aragonite",3.1117,1.9905,8,675,75.03,2.6696,1.7988,142.75,1.12,2.24,67.33,23.87,44.56,"True","no",1.13516920064099,0.981928648455027,1.16560533413245,0.153240552185963
"141",141,"Aragonite",1.1774,1.2244,5,679.71,72.64,1.5411,1.5844,88.5,0.3,0.52,166.95,74.64,34.4,"True","no",0.163308617612024,0.432496447159195,0.763999740445137,-0.269187829547171
"142",142,"Aragonite",4.7937,2.4705,4,702.56,75.51,3.0567,1.5308,107.82,0.47,1.2,143.69,26.36,36.62,"True","no",1.56730255583132,1.11733590266621,1.56825988811463,0.449966653165103
"143",143,"Aragonite",6.728,2.9268,7,517.89,76.34,3.7719,1.6608,25.545,1.13,2.31,141.69,92.4,114.79,"True","no",1.90627792267065,1.32757885328511,1.78371642938572,0.578699069385539
"144",144,"Aragonite",4.9619,2.5135,6,596.97,76.97,3.6949,2.161,35.569,1.48,2.65,18,26.19,171.98,"True","no",1.60178873190248,1.30695349043448,1.34290508538797,0.294835241468004
"145",145,"Aragonite",10.933,3.731,9,608.22,78.26,4.2885,1.3212,112.7,0.9,2.93,11.72,89.99,175.15,"True","no",2.39178573845235,1.45593702144834,2.54937623877813,0.935848717004009
"146",146,"Aragonite",0.841,1.0348,3,617.2,73.5,1.2109,1.3693,90,0.83,1.38,178.1,21.69,170.54,"True","no",-0.173163619009189,0.191363884778184,0.694524733669172,-0.364527503787373
"147",147,"Aragonite",1.0933,1.1798,5,620.85,73.85,1.6464,1.9472,45,0.64,1.1,175.65,20.36,173.21,"True","no",0.089200645458302,0.498591086097648,0.664054907677357,-0.409390440639346
"148",148,"Aragonite",1.1774,1.2244,3,651.07,73.86,1.7898,2.1368,137.84,0.87,1.75,18.41,76.64,10.85,"True","no",0.163308617612024,0.582103881766621,0.657838864677618,-0.418795264154597
"149",149,"Aragonite",1.682,1.4634,4,655,74.2,1.5474,1.1181,97.762,0.42,0.74,96.73,39.79,33.41,"True","no",0.519983561550756,0.436576103133217,1.08698461936151,0.0834074584175392
"150",150,"Aragonite",3.0276,1.9634,4,467.42,76.42,2.272,1.3391,31.425,0.81,2.07,174.29,70,58.88,"True","no",1.10777022645288,0.820660500858905,1.33257042253521,0.287109725593971
"151",151,"Aragonite",1.1774,1.2244,4,589.07,76.07,1.8302,2.2344,84.879,0.53,1.2,39.18,111.3,75.48,"True","no",0.163308617612024,0.604425250499141,0.643317670199978,-0.441116632887117
"152",152,"Aragonite",1.1774,1.2244,6,681.64,75.36,1.5403,1.5826,61.384,0.63,1.77,45.73,16,75.61,"True","no",0.163308617612024,0.431977202648275,0.764396546127378,-0.268668585036251
"153",153,"Aragonite",7.4008,3.0697,5,714.11,79.38,3.3206,1.1702,173.54,1.04,2.46,9.51,55.27,52.16,"True","no",2.00158810247497,1.20014548949155,2.22875383966753,0.801442612983423
"154",154,"Aragonite",1.1774,1.2244,3,713.71,75.07,1.4881,1.4771,82.072,0.73,1.74,55.73,101.72,40.69,"True","no",0.163308617612024,0.397500138453868,0.791210268127142,-0.234191520841844
"155",155,"Aragonite",1.3456,1.3089,1,457.38,76.25,2.1249,2.6355,35.533,0.5,1.31,105.27,61.06,95.36,"True","no",0.296840010236546,0.753724742445549,0.63325332956845,-0.456884732209003
"156",156,"Aragonite",3.7845,2.1951,5,459.64,78.07,3.4764,2.5081,30.956,2.34,4,173.91,72.87,63.85,"True","no",1.33091377776708,1.24599727558117,1.08862616499827,0.0849165021859171
"157",157,"Aragonite",2.9435,1.9359,4,558.66,77,2.2385,1.337,11.207,0.94,1.67,12.8,109.49,72.46,"True","no",1.07959934948618,0.805805998698883,1.31494304221577,0.273793350787296
"158",158,"Aragonite",5.9711,2.7573,7,625.61,79.56,3.993,2.0971,116.86,0.63,1.39,112.45,21.73,49.06,"True","no",1.78693116503808,1.38454282808108,1.4953919358878,0.402388336956996
"159",159,"Aragonite",1.0933,1.1798,1,636.46,75.62,1.4433,1.4965,140.73,0.35,1.14,159.46,26.87,166.6,"True","no",0.089200645458302,0.366932158391381,0.757500173214162,-0.277731512933079
"160",160,"Aragonite",0.9251,1.0853,1,387.55,76.55,1.4773,1.853,152.47,0.25,1.37,95.72,90.38,39.52,"True","no",-0.0778534392048641,0.390216097345425,0.626209977661951,-0.46806953655029
"161",161,"Aragonite",3.0276,1.9634,1,414.83,77.86,2.3061,1.3796,21.007,0.71,1.66,98.85,45.08,67.89,"True","no",1.10777022645288,0.835557786041059,1.31286587745544,0.272212440411817
"162",162,"Aragonite",5.2983,2.5973,5,477.75,79.35,2.8772,1.2271,113.21,1.06,1.73,138.58,65.26,66.15,"True","no",1.6673860143883,1.05681759901106,1.84147782566384,0.610568415377234
"163",163,"Aragonite",3.364,2.0696,6,528.88,78.63,2.5988,1.5769,150.94,0.75,1.44,131.86,93.89,114.43,"True","no",1.2131307421107,0.955049800024239,1.29444358934893,0.258080942086463
"164",164,"Aragonite",1.5979,1.4264,4,616.79,77.63,1.5861,1.2365,87.957,0.77,1.93,91.34,120.46,38.54,"True","no",0.468690267163206,0.461278172927377,1.00743963180127,0.00741209423582854
"165",165,"Aragonite",0.9251,1.0853,5,684.09,76.91,1.5211,1.9644,67.763,0.74,1.11,117.96,67.11,9.45,"True","no",-0.0778534392048641,0.41943375733556,0.608178292025508,-0.497287196540424
"166",166,"Aragonite",1.9343,1.5693,4,688.65,76.65,1.9269,1.5077,153.86,0.88,1.75,123.11,66.58,179.11,"True","no",0.659745503925915,0.65591249394972,1.00384036535368,0.00383300997619539
"167",167,"Aragonite",14.633,4.3165,4,413,83.16,6.5536,2.3052,12.232,2.61,4.74,57.47,97.52,161.61,"True","no",2.68327925211029,1.88001451698294,2.23281860351562,0.803264735127347
"168",168,"Aragonite",3.364,2.0696,2,447.6,80.03,2.4161,1.3628,92.692,1.37,2.12,18.15,121.95,167.95,"True","no",1.2131307421107,0.882154669944473,1.39232647655312,0.330976072166229
"169",169,"Aragonite",0.9251,1.0853,2,503.82,78.18,1.5767,2.1106,45,0.7,1.35,33.68,137.98,166.15,"True","no",-0.0778534392048641,0.455334055261299,0.5867317815691,-0.533187494466163
"170",170,"Aragonite",8.4941,3.2886,9,654.59,83.21,5.3277,2.6246,126.56,1,2.35,101.95,38.66,30.12,"True","no",2.13937180483802,1.67291962534652,1.59432775869512,0.466452179491503
"171",171,"Aragonite",3.2799,2.0436,5,670.23,79.03,2.3939,1.3722,144.65,0.73,1.26,110.64,8.79,70.86,"True","no",1.18781293412641,0.872923835168942,1.370107356197,0.31488909895747
"172",172,"Aragonite",0.9251,1.0853,4,691.91,79.27,1.6803,2.3969,90.671,0.5,1.26,80.54,25.06,41.52,"True","no",-0.0778534392048641,0.518972348901759,0.550556448253288,-0.596825788106623
"173",173,"Aragonite",1.5138,1.3883,4,694.22,79.94,2.5346,3.333,103.16,0.6,2.18,133.07,133.09,18.27,"True","no",0.41462304589293,0.930035833665827,0.597254004576659,-0.515412787772897
"174",174,"Aragonite",10.428,3.6439,7,701.65,92.28,8.6875,5.6841,113.89,1.09,2.74,85.56,20.79,36.63,"True","no",2.34449449607126,2.16188521089091,1.20034532374101,0.182609285180345
"175",175,"Aragonite",16.484,4.5812,6,719.38,85.64,4.3925,1.8386,59.673,1.45,3.64,104.68,129.54,66.11,"True","edge",2.80239021347657,1.47989854107912,3.75276038702334,1.32249167239746
"176",176,"Aragonite",1.0092,1.1336,2,378.83,79.17,1.4799,1.7043,116.57,0.52,0.83,71.72,51.21,155.13,"True","no",0.00915793778476572,0.391974517925665,0.681937968781674,-0.3828165801409
"177",177,"Aragonite",1.3456,1.3089,2,381.69,78.69,1.554,1.4095,99.599,0.28,1.05,68.73,51.61,158.49,"True","no",0.296840010236546,0.440832251945456,0.865894465894466,-0.143992241708909
"178",178,"Aragonite",1.2615,1.2674,2,385.47,78.53,1.3837,1.192,168.55,0.51,0.8,176.49,171.86,171.55,"True","no",0.232301489098975,0.324761070693202,0.911686059116861,-0.0924595815942261
"179",179,"Aragonite",1.5138,1.3883,1,439.72,78.39,2.033,2.1443,21.046,0.61,1.01,109.87,147.77,125.36,"True","no",0.41462304589293,0.70951253464621,0.744613871126414,-0.29488948875328
"180",180,"Aragonite",5.3824,2.6178,3,576.28,80.53,2.9845,1.2998,53.19,0.77,1.82,173.38,47.39,32.7,"True","no",1.68313437135644,1.09343222862657,1.80345116434914,0.58970214272987
"181",181,"Aragonite",24.641,5.6013,13,574.1,90.47,6.5828,1.3812,87.326,2.34,5.19,25.76,75.48,155.53,"True","no",3.20441172225738,1.88446018673909,3.7432399586802,1.31995153551829
"182",182,"Aragonite",1.0092,1.1336,2,629.33,78.92,1.2619,1.2393,145.28,0.59,1.07,120.5,151.62,169.2,"True","no",0.00915793778476572,0.232618521676728,0.799746414137412,-0.223460583891962
"183",183,"Aragonite",4.7937,2.4705,4,648.77,83.25,4.5567,3.4019,125.65,0.93,2.41,154.41,146.5,34.37,"True","no",1.56730255583132,1.51659867732995,1.05201132398446,0.0507038785013696
"184",184,"Aragonite",27.501,5.9173,12,373.87,87.13,8.4042,2.0171,13.281,1.3,3.12,61.42,167.13,38.45,"True","no",3.31422236764775,2.12873158089092,3.27229242521596,1.18549078675683
"185",185,"Aragonite",3.5322,2.1207,5,472.62,82.45,3.3735,2.5305,120.45,0.5,1.28,64.36,60.06,99.54,"True","no",1.26192090628013,1.21595078108534,1.04704313028012,0.0459701251947905
"186",186,"Aragonite",1.5979,1.4264,4,521.84,81.05,1.6149,1.2818,127.42,0.65,2.03,79.19,114.75,97.31,"True","no",0.468690267163206,0.479273035252884,0.989473032385906,-0.0105827680896784
"187",187,"Aragonite",0.9251,1.0853,3,533.55,79.18,1.3316,1.5054,138.97,0.53,1.44,55.19,26.7,45.06,"True","no",-0.0778534392048641,0.286381226718733,0.694728146590568,-0.364234665923597
"188",188,"Aragonite",1.4297,1.3492,2,539.47,80.82,1.609,1.4222,94.933,0.83,1.56,11.37,113.64,70.42,"True","no",0.357464632052981,0.475612868010246,0.888564325668117,-0.118148235957265
"189",189,"Aragonite",1.9343,1.5693,3,544.52,80.57,1.7872,1.2969,70.993,1.55,2.21,14.38,114.83,69,"True","no",0.659745503925915,0.580650149332799,1.08230752014324,0.0790953545931158
"190",190,"Aragonite",2.2707,1.7003,4,586.44,80.63,1.8914,1.2374,46.602,0.58,1.26,173.17,47.67,32.97,"True","no",0.820088154001094,0.637317295599275,1.20053928307074,0.18277085840182
"191",191,"Aragonite",1.0092,1.1336,4,675.67,79.33,1.4918,1.7321,135,0.44,0.9,45.11,12.9,69.94,"True","no",0.00915793778476572,0.399983444538926,0.676498190105912,-0.39082550675416
"192",192,"Aragonite",1.1774,1.2244,5,681.29,79.79,1.5519,1.6066,104.87,0.59,0.81,110.19,70,12.99,"True","no",0.163308617612024,0.439479986695442,0.758682904826342,-0.276171369083418
"193",193,"Aragonite",30.276,6.2088,16,687.37,91.74,7.9398,1.6354,141.38,1.76,5.61,126.26,132.18,13.42,"True","no",3.41035531944692,2.07188808602492,3.81319428700975,1.338467233422
"194",194,"Aragonite",0.841,1.0348,1,361.2,80.5,1.2109,1.3693,90,0.33,0.82,15.88,72.08,2.73,"True","no",-0.173163619009189,0.191363884778184,0.694524733669172,-0.364527503787373
"195",195,"Aragonite",1.1774,1.2244,3,525.57,81.29,1.5578,1.6188,120.52,0.43,0.92,47.01,24.36,51.16,"True","no",0.163308617612024,0.443274569503711,0.755809474900501,-0.279965951891687
"196",196,"Aragonite",0.9251,1.0853,3,553.55,80.82,1.3316,1.5054,41.028,0.74,0.81,115.85,132.28,7.86,"True","no",-0.0778534392048641,0.286381226718733,0.694728146590568,-0.364234665923597
"197",197,"Aragonite",30.192,6.2001,12,560.96,99,9.502,2.3487,106.21,1.41,4.27,131.21,92.52,119.92,"True","no",3.40757698862619,2.25150230276473,3.17743632919385,1.15607468586146
"198",198,"Aragonite",5.4665,2.6382,7,620.46,84.94,3.7482,2.0185,90.886,0.78,2.22,82.38,65.32,19.61,"True","no",1.6986385578924,1.32127572474544,1.45843338135638,0.37736283314696
"199",199,"Aragonite",1.1774,1.2244,1,639.64,81,1.2624,1.063,124.28,0.17,1.21,122.16,108.62,163.86,"True","no",0.163308617612024,0.233014671109473,0.93266793409379,-0.0697060534974487
"200",200,"Aragonite",3.1117,1.9905,4,358.3,83.57,2.4849,1.5585,114.13,0.61,1.06,131.72,78.22,149.66,"True","no",1.13516920064099,0.910232417290191,1.25224355104833,0.224936783350799
"201",201,"Aragonite",16.231,4.546,8,425.61,87.17,8.0379,3.1262,32.808,2.01,5.24,32.11,59.8,167.11,"True","no",2.78692299392293,2.08416785504392,2.01930852585874,0.702755138879011
"202",202,"Aragonite",1.682,1.4634,4,453,82.5,1.6799,1.3177,106.85,0.64,0.92,80.7,12.57,125.2,"True","no",0.519983561550756,0.518734267834031,1.00125007440919,0.0012492937167248
"203",203,"Aragonite",2.8594,1.9081,5,463.15,81.79,2.5138,1.7357,11.511,0.54,1.16,25.95,74.75,169.4,"True","no",1.05061181261293,0.9217955525086,1.13748110430424,0.128816260104327
"204",204,"Aragonite",6.0552,2.7766,6,468.4,87.31,3.83,1.9026,96.531,1.9,3.81,13.82,80.34,120.85,"True","no",1.80091740701282,1.34286480319255,1.58099216710183,0.458052603820266
"205",205,"Aragonite",1.4297,1.3492,4,517.65,82.53,1.6197,1.4412,124.38,0.79,1.67,12.56,107.82,73.61,"True","no",0.357464632052981,0.482240946910214,0.882694326109773,-0.124776314857232
"206",206,"Aragonite",0.9251,1.0853,4,541.82,83.45,1.9079,3.0904,89.832,0.64,1.32,134.38,94.76,120.4,"True","no",-0.0778534392048641,0.646003160751128,0.48487866240369,-0.723856599955992
"207",207,"Aragonite",1.0933,1.1798,4,549.23,82.38,1.6131,1.8692,111.55,0.57,0.62,123.42,78.54,177.12,"True","no",0.089200645458302,0.478157793501605,0.677763312875829,-0.388957148043303
"208",208,"Aragonite",2.2707,1.7003,5,597.89,82.56,2.9196,2.9483,33.737,0.42,1.26,179.95,43.89,27.33,"True","no",0.820088154001094,1.07144662059534,0.777743526510481,-0.251358466594246
"209",209,"Aragonite",3.5322,2.1207,5,602.1,83.88,2.9343,1.9145,44.286,0.55,1.07,57.74,28.85,138.04,"True","no",1.26192090628013,1.07646892398242,1.20376239648298,0.185451982297714
"210",210,"Aragonite",1.3456,1.3089,4,615.63,82.13,1.631,1.5527,98.495,0.66,1.4,13.49,26.37,174.61,"True","no",0.296840010236546,0.489193323638877,0.82501532801962,-0.19235331340233
"211",211,"Aragonite",1.9343,1.5693,5,631.83,83.43,2.2715,2.0951,98.489,0.75,1.18,83.94,40,39.16,"True","no",0.659745503925915,0.820440406217321,0.851551837992516,-0.160694902291406
"212",212,"Aragonite",5.046,2.5347,4,642.92,85.37,2.7961,1.2169,29.226,2.01,3.71,134.91,147.43,170.92,"True","no",1.61859585021887,1.02822558911111,1.80465648581953,0.590370261107755
"213",213,"Aragonite",1.0092,1.1336,3,678.58,81.75,1.3546,1.4279,74.233,0.66,1.22,141.01,26.99,38.62,"True","no",0.00915793778476572,0.303506207798666,0.745016979182046,-0.2943482700139
"214",214,"Aragonite",1.9343,1.5693,2,336.78,84.17,2.3676,2.276,97.336,0.7,1.51,152.08,114.06,29.38,"True","no",0.659745503925915,0.861876783834433,0.816987666835614,-0.202131279908518
"215",215,"Aragonite",1.3456,1.3089,2,398,82.5,1.594,1.4829,37.982,0.58,1.39,26.7,147.25,141.76,"True","no",0.296840010236546,0.466246580368023,0.844165621079046,-0.169406570131477
"216",216,"Aragonite",0.9251,1.0853,2,442.91,82.36,1.2919,1.4169,74.929,0.2,0.56,17.46,127.97,167.41,"True","no",-0.0778534392048641,0.256114002984119,0.716077095750445,-0.333967442188983
"217",217,"Aragonite",2.1025,1.6361,5,510.8,83.44,1.6808,1.0553,45.818,0.87,1.54,102.63,41.67,36.16,"True","no",0.743127112864966,0.519269870548654,1.25089243217515,0.223857242316312
"218",218,"Aragonite",6.1393,2.7959,6,587.73,85.89,3.8983,1.9442,28.925,0.68,1.29,119.52,102.09,157.6,"True","no",1.81471072914516,1.3605405606688,1.57486596721648,0.454170168476357
"219",219,"Aragonite",3.4481,2.0953,7,708.54,83.63,3.7055,3.1275,157.87,0.69,1.35,177.52,85.94,15.74,"True","no",1.23782335470107,1.30981820240928,0.930535690190258,-0.0719948477082033
"220",220,"Aragonite",2.8594,1.9081,3,332.56,85.62,2.1212,1.2359,62.621,0.54,1.39,50.35,26.82,88.17,"True","no",1.05061181261293,0.751981966280838,1.34801056006034,0.298629846332089
"221",221,"Aragonite",0.841,1.0348,3,456.5,83.2,1.4619,1.9959,42.855,0.33,0.59,16.32,126.73,168.5,"True","no",-0.173163619009189,0.379736959535433,0.575278746836309,-0.552900578544622
"222",222,"Aragonite",3.4481,2.0953,7,536.95,85,3.0412,2.1067,147.82,0.76,1.72,153.66,21.86,165.91,"True","no",1.23782335470107,1.11225217437214,1.1337958700513,0.125571180328929
"223",223,"Aragonite",1.1774,1.2244,3,547.14,84.57,1.7844,2.1239,99.01,0.58,1.1,136.6,20.94,166.21,"True","no",0.163308617612024,0.579082224271973,0.659829634611074,-0.415773606659949
"224",224,"Aragonite",0.9251,1.0853,2,663.82,83.55,1.4889,1.8821,81.87,0.43,0.68,13.49,65.85,79.82,"True","no",-0.0778534392048641,0.398037592279368,0.621331184095641,-0.475891031484232
"225",225,"Aragonite",1.5138,1.3883,3,319.83,86.06,2.0774,2.2391,98.971,0.68,1.33,1.72,68.76,96.91,"True","no",0.41462304589293,0.731117111811574,0.728699335708097,-0.316494065918644
"226",226,"Aragonite",3.7845,2.1951,5,525.44,87.04,3.3986,2.397,135.22,0.8,2.29,135.12,85.4,172.01,"True","no",1.33091377776708,1.22336358211787,1.11354675454599,0.107550195649217
"227",227,"Aragonite",2.3548,1.7315,4,636.04,86.57,2.1157,1.493,97.988,0.59,0.89,123.44,140.93,171.86,"True","no",0.856455798171969,0.749385727007135,1.11301224181122,0.107070071164835
"228",228,"Aragonite",1.8502,1.5348,2,315.59,87.5,2.1286,1.9233,91.26,1.3,2.29,1.65,67.88,91.85,"True","no",0.615293741355081,0.755464486624807,0.869209809264305,-0.140170745269726
"229",229,"Aragonite",3.4481,2.0953,3,355.15,88.76,3.2317,2.3789,99.661,0.52,1.63,12.1,150.26,75.49,"True","no",1.23782335470107,1.17300831456846,1.06696166104527,0.0648150401326107
"230",230,"Aragonite",1.5138,1.3883,3,391.28,87.33,2.2407,2.605,79.389,0.88,1.79,84.95,90.11,119.99,"True","no",0.41462304589293,0.806788317048994,0.675592448788325,-0.392165271156064
"231",231,"Aragonite",2.2707,1.7003,4,395.33,88.15,2.5318,2.217,86.868,0.64,0.99,83.35,38.07,148.83,"True","no",0.820088154001094,0.928930512220591,0.89687179082076,-0.108842358219496
"232",232,"Aragonite",1.682,1.4634,4,460.7,86.95,2.1955,2.2507,122.45,0.66,1.14,23.47,63.3,170.63,"True","no",0.519983561550756,0.786409811019635,0.766112502846732,-0.266426249468879
"233",233,"Aragonite",5.6347,2.6785,6,488.3,88.84,4.0182,2.2505,131.31,1.05,2.76,83.87,127.97,151.13,"True","no",1.72894390738773,1.39083404116192,1.40229455975312,0.338109866225809
"234",234,"Aragonite",1.0092,1.1336,2,533.08,86.08,1.3535,1.4256,121.47,0.56,0.86,141.43,85.11,175.04,"True","no",0.00915793778476572,0.302693830072219,0.745622460288142,-0.293535892287453
"235",235,"Aragonite",1.0933,1.1798,1,684.69,86.15,1.3385,1.287,95.04,0.65,1.6,113.17,69.43,10.98,"True","no",0.089200645458302,0.29154958397827,0.816809861785581,-0.202348938519968
"236",236,"Aragonite",5.1301,2.5557,5,704.02,87.95,2.8591,1.2515,139.43,0.87,1.88,12.72,43.44,158.97,"True","no",1.63512515217008,1.05050688999326,1.79430590045819,0.584618262176814
"237",237,"Aragonite",0.9251,1.0853,2,322.45,86.91,1.368,1.5887,92.551,0.16,0.45,85.32,88.91,140.73,"True","no",-0.0778534392048641,0.313349819200359,0.676242690058479,-0.391203258405223
"238",238,"Aragonite",2.1025,1.6361,3,327.24,87.48,1.9246,1.3837,73.658,0.69,1.02,115.36,61.44,48.88,"True","no",0.743127112864966,0.654718153940163,1.09243479164502,0.0884089589248027
"239",239,"Aragonite",2.1866,1.6686,5,400.35,86.92,1.9835,1.4131,139.15,1.03,1.93,58.97,97.58,160.34,"True","no",0.782347826018247,0.684862960972248,1.10239475674313,0.0974848650459995
"240",240,"Aragonite",9.251,3.432,4,428.73,91.19,5.0424,2.1587,37.766,1.04,2.89,18.95,122.14,166.68,"True","no",2.22473165378918,1.61788215921676,1.83464223385689,0.606849494572418
"241",241,"Aragonite",3.4481,2.0953,4,449.05,88.17,3.0671,2.1427,33.39,0.87,2.03,16.75,127.02,168.92,"True","no",1.23782335470107,1.12073248975219,1.1242215773858,0.117090864948881
"242",242,"Aragonite",4.0368,2.2671,7,478.85,88.88,2.6258,1.3415,84.079,1.21,2.88,15.7,62.13,139.93,"True","no",1.39545229890466,0.965385611517873,1.53736004265367,0.430066687386783
"243",243,"Aragonite",1.3456,1.3089,3,513.94,86.69,1.4295,1.1927,133.06,0.85,1.69,169.88,144.14,44.52,"True","no",0.296840010236546,0.357324732780229,0.941308149702693,-0.060484722543683
"244",244,"Aragonite",12.026,3.9131,9,525.38,94.6,5.435,1.9291,133.29,1.57,4.12,117.38,147.25,161.95,"True","no",2.48707097261738,1.69285952057317,2.21269549218031,0.794211452044204
"245",245,"Aragonite",8.8305,3.3531,8,547.87,90.71,4.2758,1.6261,149.2,0.96,2.3,122.7,83.76,178.95,"True","no",2.17821163815429,1.45297121938417,2.0652275597549,0.725240418770118
"246",246,"Aragonite",8.7464,3.3371,10,591.43,93.56,3.9727,1.4172,37.913,1.14,2.16,25.54,75.71,160.04,"True","no",2.16864218713814,1.37944596429105,2.20162609811967,0.789196222847087
"247",247,"Aragonite",1.1774,1.2244,4,604.36,87,2.0016,2.6726,35.044,1.06,1.36,8.87,12.83,154.75,"True","no",0.163308617612024,0.69394686073051,0.588229416466827,-0.530638243118486
