Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
212	Aragonit	0.6624	0.91836	5	472.17	25.98	1.7161	3.492	146.18	0.90	1.67	60.75	149.77	64.75	True	no
213	Aragonit	0.144	0.42819	2	529.80	22.90	0.69816	2.6585	156.65	0.80	1.82	67.79	147.37	68.05	True	no
214	Aragonit	0.1872	0.48821	3	862.77	24.08	0.63298	1.681	112.29	0.61	1.06	81.87	149.05	81.05	True	no
215	Aragonit	15.264	4.4085	24	100.15	51.41	6.129	1.9329	53.553	1.24	3.57	82.55	15.02	81.82	True	no
216	Aragonit	0.6192	0.88791	5	138.42	27.88	1.6344	3.3882	127.27	0.83	2.26	7.51	8.67	73.81	True	no
217	Aragonit	3.8448	2.2125	8	184.97	36.26	4.0196	3.3005	125.22	1.46	3.80	157.29	171.37	129.66	True	no
218	Aragonit	0.4176	0.72918	4	195.38	26.21	1.0614	2.1188	109.01	0.47	0.90	145.26	7.53	164.67	True	no
219	Aragonit	2.3904	1.7446	11	199.98	37.36	3.3593	3.7078	87.42	0.55	1.46	140.70	7.65	0.52	True	no
220	Aragonit	3.816	2.2042	8	356.18	34.51	2.9253	1.7612	111.5	0.82	2.53	69.56	166.64	90.54	True	no
221	Aragonit	0.288	0.60555	3	709.80	25.45	0.70729	1.3643	137.97	0.58	1.11	77.78	138.65	51.78	True	no
222	Aragonit	0.216	0.52442	4	142.87	26.33	0.68653	1.7138	72.912	0.61	1.24	1.61	8.93	26.13	True	no
223	Aragonit	0.2304	0.54162	5	145.25	27.13	0.80308	2.1985	67.391	0.78	1.22	7.05	8.85	137.27	True	no
224	Aragonit	13.522	4.1492	20	488.68	64.52	10.441	6.3316	126.36	0.59	2.19	63.26	149.33	129.13	True	no
225	Aragonit	0.2448	0.55829	3	526.12	25.65	0.72758	1.6984	13.897	0.42	0.86	69.20	146.28	59.83	True	no
226	Aragonit	0.3168	0.63511	3	720.64	26.45	0.79722	1.5757	139.3	0.80	1.59	76.53	137.45	165.89	True	no
227	Aragonit	3.3696	2.0713	5	7.98	31.22	1.639	1.2522	158.16	0.62	1.75	137.25	149.86	81.40	True	edge
228	Aragonit	0.6048	0.87753	3	107.07	29.14	1.1449	1.7022	126.08	0.70	1.25	85.15	14.77	17.26	True	no
229	Aragonit	1.1376	1.2035	7	132.85	29.92	1.7923	2.2179	149.74	0.74	2.29	21.47	10.63	174.28	True	no
230	Aragonit	2.9088	1.9245	5	213.75	36.22	2.722	2.0005	145.84	0.66	1.88	109.00	169.29	149.79	True	no
231	Aragonit	0.3744	0.69044	2	468.88	28.15	1.0971	2.525	133.88	0.40	1.02	65.11	149.01	118.43	True	no
232	Aragonit	11.333	3.7986	12	623.93	47.27	5.9356	2.4417	124.45	1.11	3.61	70.17	152.49	18.18	True	no
233	Aragonit	0.8064	1.0133	2	675.38	29.98	2.1436	4.4755	144.18	0.37	1.04	74.94	141.98	131.94	True	no
234	Aragonit	0.1872	0.48821	3	714.15	27.54	0.82086	2.827	107.71	0.88	1.75	73.20	136.59	48.42	True	no
235	Aragonit	0.1872	0.48821	3	726.46	27.08	0.81707	2.8009	150.77	0.79	1.83	85.82	145.38	177.79	True	no
236	Aragonit	0.1728	0.46906	2	860.75	26.58	0.53692	1.3103	122.07	0.52	1.09	78.88	150.77	120.37	True	no
237	Aragonit	0.576	0.85638	1	2.15	28.40	0.76462	1.5944	121.35	0.51	1.03	136.92	149.74	17.49	True	edge
238	Aragonit	0.3024	0.62051	3	21.90	28.95	0.92988	2.2458	121.62	0.52	1.05	52.87	11.42	97.66	True	no
239	Aragonit	2.2032	1.6749	7	42.46	37.07	2.6146	2.4369	95.484	0.97	2.69	63.13	16.26	77.11	True	no
240	Aragonit	1.1232	1.1959	6	123.95	33.99	1.7035	2.0293	82.765	0.61	2.03	18.54	11.07	61.23	True	no
241	Aragonit	0.6336	0.89818	4	363.50	33.91	1.6244	3.2707	97.034	0.60	1.40	71.23	165.66	29.09	True	no
242	Aragonit	0.2016	0.50664	1	597.93	28.07	0.68227	1.8135	130.3	0.47	0.72	88.63	154.88	163.54	True	no
243	Aragonit	0.3312	0.64938	4	717.78	29.91	1.0723	2.7264	133.56	0.38	1.04	71.57	136.62	110.76	True	no
244	Aragonit	0.2304	0.54162	3	731.94	28.13	0.69463	1.6448	144.77	0.61	1.20	83.82	142.93	55.92	True	no
245	Aragonit	7.6032	3.1114	7	819.27	48.96	6.0219	3.7459	135.48	1.19	3.12	78.99	145.75	109.70	True	no
246	Aragonit	0.144	0.42819	3	118.10	28.00	0.5062	1.3975	50.194	0.35	0.56	88.82	12.41	130.00	True	no
247	Aragonit	0.3312	0.64938	4	120.13	30.48	0.90554	1.9445	65.331	0.49	1.26	16.56	10.67	126.21	True	no
248	Aragonit	0.4032	0.7165	3	149.82	31.07	1.2599	3.0919	131.17	0.58	2.04	125.86	173.83	163.39	True	no
249	Aragonit	1.5696	1.4137	6	262.18	36.04	2.159	2.3325	118.88	0.53	1.44	47.27	164.99	2.66	True	no
250	Aragonit	0.504	0.80107	5	705.89	30.31	1.0324	1.6608	134.51	0.57	1.09	74.75	138.56	40.04	True	no
251	Aragonit	0.2592	0.57448	2	65.78	31.44	0.86589	2.2718	80.461	0.40	1.05	81.38	12.66	146.95	True	no
252	Aragonit	1.0944	1.1804	4	249.17	37.00	2.0568	3.0359	126.57	0.49	2.07	58.03	162.48	138.59	True	no
253	Aragonit	1.4832	1.3742	5	412.91	36.44	2.5957	3.5678	125.5	0.40	1.29	65.40	170.29	11.51	True	no
254	Aragonit	6.4224	2.8596	12	431.75	47.84	6.1803	4.671	123.03	0.94	3.01	63.38	169.63	85.71	True	no
255	Aragonit	8.712	3.3305	13	448.98	50.99	5.7787	3.0105	104.28	0.64	1.97	60.10	169.31	29.38	True	no
256	Aragonit	0.3888	0.70359	4	458.37	31.22	0.88759	1.5914	153.42	0.43	1.61	65.25	148.67	119.56	True	no
257	Aragonit	10.454	3.6484	7	656.06	48.55	8.8067	5.8266	143.59	0.85	2.84	77.34	140.10	18.27	True	no
258	Aragonit	0.1584	0.44909	3	738.00	29.73	0.61216	1.8581	13.414	0.46	0.73	83.80	143.51	55.92	True	no
259	Aragonit	0.2304	0.54162	0	876.81	29.50	0.64101	1.4007	159.61	0.52	0.79	89.63	143.60	138.61	True	no
260	Aragonit	0.2448	0.55829	2	133.35	32.47	0.86461	2.3984	117.75	0.52	1.09	22.30	11.14	109.77	True	no
261	Aragonit	0.2448	0.55829	1	385.71	31.88	0.6968	1.5577	99.317	0.30	0.53	67.40	166.62	24.83	True	no
262	Aragonit	2.3616	1.734	6	480.35	40.05	3.0127	3.0186	125.12	0.58	2.07	64.38	148.94	118.02	True	no
263	Aragonit	0.1584	0.44909	4	480.36	30.55	0.63075	1.9727	138.8	0.63	1.20	63.66	148.87	7.94	True	no
264	Aragonit	2.016	1.6021	7	731.02	36.21	2.7986	3.0512	150.69	0.90	2.34	71.09	137.08	173.70	True	no
265	Aragonit	0.6912	0.93812	5	738.08	33.27	1.349	2.0677	151.96	0.46	1.56	84.73	145.05	178.76	True	no
266	Aragonit	1.7712	1.5017	10	147.24	37.45	1.81	1.4526	128.44	0.54	1.35	54.18	2.33	139.32	True	no
267	Aragonit	0.8928	1.0662	4	194.39	36.18	1.4761	1.9168	71.479	0.79	3.14	149.21	7.78	44.90	True	no
268	Aragonit	0.1872	0.48821	2	774.85	31.38	0.65433	1.7963	143.27	0.23	0.37	78.61	144.95	172.50	True	no
269	Aragonit	0.6048	0.87753	3	205.00	36.64	1.6648	3.5993	96.406	0.41	1.40	138.33	7.50	118.68	True	no
270	Aragonit	6.048	2.775	6	237.35	56.48	5.4103	3.8012	106.39	0.70	2.88	65.89	163.57	31.06	True	no
271	Aragonit	0.72	0.95746	5	455.36	35.46	1.797	3.5226	132.57	0.47	1.42	114.65	133.50	152.09	True	no
272	Aragonit	5.1264	2.5548	9	540.24	48.37	6.1268	5.751	133.34	0.81	2.64	61.53	150.98	164.57	True	no
273	Aragonit	1.1232	1.1959	4	604.27	37.41	1.7251	2.0809	127.14	0.46	1.52	69.86	153.19	134.05	True	no
274	Aragonit	0.2736	0.59022	5	713.95	32.21	0.86285	2.1372	159.57	0.64	1.44	75.87	138.43	166.01	True	no
275	Aragonit	4.2624	2.3296	9	25.32	43.10	3.6997	2.5221	142.99	1.03	2.52	129.21	149.79	148.91	True	no
276	Aragonit	0.1584	0.44909	3	25.45	33.82	0.551	1.5054	138.97	0.49	1.07	54.97	11.36	147.74	True	no
277	Aragonit	2.808	1.8908	6	84.26	41.94	2.6105	1.9061	53.396	1.31	2.63	86.13	16.47	15.09	True	no
278	Aragonit	14.789	4.3393	18	263.52	77.36	9.4704	4.7632	126.97	1.20	3.82	66.75	167.03	94.43	True	no
279	Aragonit	0.1728	0.46906	2	346.75	34.17	0.66304	1.9981	121.85	0.74	1.68	50.14	156.28	11.57	True	no
280	Aragonit	0.4176	0.72918	1	425.55	36.00	0.96016	1.7339	94.222	0.77	1.89	66.86	168.41	26.38	True	no
281	Aragonit	0.1584	0.44909	3	482.09	33.64	0.74066	2.72	151.72	0.61	0.83	59.02	149.50	64.20	True	no
282	Aragonit	0.6048	0.87753	2	538.29	36.50	1.4324	2.6645	142.63	0.76	1.63	70.03	147.39	69.83	True	no
283	Aragonit	0.432	0.74165	4	712.37	35.43	1.0463	1.9903	144.56	0.70	1.29	75.45	139.19	102.89	True	no
284	Aragonit	10.08	3.5825	9	382.55	65.47	6.1495	2.9466	107.16	0.79	2.47	71.61	166.63	93.07	True	no
285	Aragonit	0.648	0.90833	1	504.29	38.24	1.5966	3.0898	135.18	0.45	0.91	63.05	149.43	176.39	True	no
286	Aragonit	1.152	1.2111	4	725.25	38.92	2.6402	4.7524	152.53	0.95	1.88	75.05	139.76	165.56	True	no
287	Aragonit	3.1968	2.0175	3	2.52	43.63	2.6161	3.363	80.213	0.60	1.20	73.83	14.11	134.42	True	edge
288	Aragonit	2.2896	1.7074	9	133.75	44.60	2.0467	1.4369	141.4	0.65	3.60	44.11	5.71	47.68	True	no
289	Aragonit	0.9072	1.0747	4	133.94	37.59	1.3885	1.669	168.25	0.66	1.57	44.29	4.86	164.29	True	no
290	Aragonit	1.2528	1.263	4	308.67	42.20	2.1491	2.8954	121.55	0.68	1.96	29.56	3.47	80.59	True	no
291	Aragonit	2.448	1.7655	3	316.11	46.48	2.7349	2.3998	114.57	0.60	2.29	24.03	2.84	22.05	True	no
292	Aragonit	0.2592	0.57448	4	460.00	35.33	0.6461	1.2649	90	0.37	0.45	120.49	134.28	112.97	True	no
293	Aragonit	1.3104	1.2917	3	691.59	40.73	2.7644	4.5802	146.39	0.59	2.07	74.60	142.19	131.75	True	no
294	Aragonit	29.722	6.1516	16	828.82	80.67	13.098	4.5337	139.42	0.87	2.40	79.03	144.29	173.00	True	no
295	Aragonit	2.8368	1.9005	3	801.72	42.15	3.0629	2.5974	147.62	0.65	2.73	80.45	145.63	59.17	True	no
296	Aragonit	0.144	0.42819	2	815.50	35.10	0.54664	1.6298	150.95	0.69	1.03	76.54	149.26	62.61	True	no
297	Aragonit	0.3024	0.62051	1	878.43	36.62	0.76125	1.5051	82.797	0.75	0.94	87.48	147.61	22.20	True	no
298	Aragonit	0.3888	0.70359	3	48.52	37.52	0.81903	1.3551	29.204	0.60	1.81	68.18	16.06	136.23	True	no
299	Aragonit	0.2016	0.50664	1	869.86	37.00	0.62119	1.5033	108.94	0.34	1.06	69.80	151.03	174.92	True	no
300	Aragonit	0.4032	0.7165	2	873.82	38.11	0.85045	1.4089	94.716	0.70	1.39	90.56	149.99	139.99	True	no
301	Aragonit	0.3312	0.64938	3	38.22	37.78	0.7878	1.4717	22.396	0.96	2.33	58.89	15.62	17.79	True	no
302	Aragonit	0.2016	0.50664	4	434.21	38.50	0.78611	2.4075	149.87	0.69	2.46	63.61	167.71	26.10	True	no
303	Aragonit	11.894	3.8916	18	223.04	63.12	5.2309	1.8068	112.22	1.08	4.12	110.53	170.10	87.73	True	no
304	Aragonit	0.6912	0.93812	2	390.73	41.13	1.1951	1.6228	124.91	0.55	1.63	67.45	166.61	78.33	True	no
305	Aragonit	0.8784	1.0576	4	464.69	42.26	1.4722	1.9379	128.93	0.62	1.57	114.28	133.29	35.48	True	no
306	Aragonit	9.2736	3.4362	13	744.38	59.60	6.2307	3.2879	141.21	1.56	3.69	75.54	138.97	50.92	True	no
307	Aragonit	0.2736	0.59022	0	863.89	39.32	0.68984	1.3661	162.16	0.62	1.35	76.50	153.26	0.22	True	no
308	Aragonit	3.4704	2.1021	7	11.01	49.13	2.5144	1.4308	116.04	1.50	4.67	54.61	14.06	147.58	True	no
309	Aragonit	1.1952	1.2336	6	256.66	43.88	1.4748	1.4292	64.011	0.53	1.56	58.00	162.46	75.07	True	no
310	Aragonit	0.6912	0.93812	3	302.96	43.23	1.4784	2.4835	98.109	0.78	1.60	20.06	172.70	15.38	True	no
311	Aragonit	0.8064	1.0133	4	383.52	42.30	1.2003	1.4032	105.93	0.39	1.13	69.17	166.51	27.06	True	no
312	Aragonit	0.6192	0.88791	2	847.84	41.49	1.035	1.3588	163.3	0.70	1.47	74.81	150.29	62.04	True	no
313	Aragonit	2.7072	1.8566	7	52.66	46.60	2.1136	1.296	83.336	0.70	2.33	82.35	14.62	70.83	True	no
314	Aragonit	0.3888	0.70359	5	121.93	42.07	0.84985	1.459	130.3	0.55	1.47	176.98	171.86	142.00	True	no
315	Aragonit	0.216	0.52442	2	292.73	42.27	1.0206	3.7877	99.539	0.51	1.82	26.03	173.23	147.85	True	no
316	Aragonit	34.128	6.5919	17	698.12	87.64	10.757	2.6632	126.99	1.76	4.47	75.17	154.06	20.99	True	no
317	Aragonit	1.0224	1.1409	5	746.56	44.68	1.614	2.0011	127.58	0.77	1.50	74.79	137.80	48.33	True	no
318	Aragonit	0.288	0.60555	5	35.10	42.95	0.85641	2.0002	120.18	0.37	1.33	58.80	9.88	16.22	True	no
319	Aragonit	1.2816	1.2774	4	270.66	48.42	2.064	2.6106	112.46	0.64	2.48	40.85	169.49	67.93	True	no
320	Aragonit	2.088	1.6305	6	421.83	54.08	3.3301	4.1714	123.03	0.85	1.76	63.93	170.08	73.63	True	no
321	Aragonit	0.2016	0.50664	2	489.36	41.64	0.5686	1.2596	73.632	0.61	1.07	59.61	149.23	64.46	True	no
322	Aragonit	1.0368	1.149	5	525.64	46.36	1.8163	2.4991	128.96	0.52	1.15	60.31	150.17	175.31	True	no
323	Aragonit	0.1728	0.46906	1	623.83	41.33	0.86685	3.4153	149.24	0.45	1.10	71.63	153.32	135.65	True	no
324	Aragonit	0.216	0.52442	2	774.07	41.27	0.63655	1.4733	152.45	0.55	1.84	85.71	146.08	167.52	True	no
325	Aragonit	0.3312	0.64938	2	821.04	42.39	0.7493	1.3314	128.26	0.86	1.46	78.54	147.73	65.25	True	no
326	Aragonit	0.7344	0.96699	5	368.84	46.65	1.7982	3.4581	121.63	0.44	0.85	45.38	160.59	130.67	True	no
327	Aragonit	0.2016	0.50664	3	438.14	43.50	0.88384	3.0433	119.23	0.38	0.85	59.89	169.03	145.50	True	no
328	Aragonit	0.3024	0.62051	4	740.67	43.48	0.64722	1.088	166.92	0.60	1.42	74.13	137.58	111.40	True	no
329	Aragonit	0.3024	0.62051	4	248.48	45.33	0.79405	1.6376	92.687	0.56	0.77	110.37	171.11	87.24	True	no
330	Aragonit	4.2912	2.3375	4	560.97	58.39	5.4479	5.4321	139.46	0.91	2.07	70.78	146.43	69.95	True	no
331	Aragonit	0.4032	0.7165	2	843.50	44.82	1.0184	2.0201	132.86	0.78	1.72	80.03	150.81	65.63	True	no
332	Aragonit	0.6336	0.89818	0	895.27	45.75	1.069	1.4165	112.59	0.87	1.54	96.03	134.79	62.14	True	no
333	Aragonit	1.6272	1.4394	4	62.52	49.83	1.5179	1.112	115.66	0.58	2.38	82.10	14.98	134.48	True	no
334	Aragonit	0.5904	0.86702	5	145.15	46.61	0.90674	1.0937	73.581	0.46	0.96	48.95	5.82	170.07	True	no
335	Aragonit	1.0368	1.149	9	153.76	50.76	1.8539	2.6035	109.99	0.87	2.43	63.02	4.71	129.94	True	no
336	Aragonit	3.96	2.2454	6	167.71	51.48	3.5502	2.4998	154.54	0.74	2.43	146.03	169.37	120.54	True	no
337	Aragonit	0.2016	0.50664	1	226.43	45.00	0.5769	1.2966	46.635	0.55	0.91	113.63	170.45	154.74	True	no
338	Aragonit	4.2192	2.3178	8	467.11	57.34	3.6135	2.4307	117.78	2.26	3.86	121.51	132.76	111.33	True	no
339	Aragonit	9.9072	3.5517	8	667.38	70.94	8.5471	5.7913	143.05	0.76	2.85	70.58	153.85	82.43	True	no
340	Aragonit	6.264	2.8241	7	712.96	62.22	7.7106	7.4544	143.75	0.43	2.03	77.51	142.64	16.96	True	no
341	Aragonit	0.2448	0.55829	4	70.65	47.88	0.9976	3.1929	94.433	0.76	1.36	86.14	14.41	142.20	True	no
342	Aragonit	0.4608	0.76597	3	119.13	46.31	0.90641	1.4003	160.6	0.54	1.03	16.13	11.55	19.17	True	no
343	Aragonit	0.144	0.42819	3	150.00	45.20	0.48158	1.2649	90	0.68	1.13	59.18	5.46	70.81	True	no
344	Aragonit	3.7296	2.1791	8	265.66	59.68	3.6135	2.7498	109.1	0.75	2.05	53.57	164.82	135.82	True	no
345	Aragonit	2.7216	1.8615	6	359.46	53.71	2.5082	1.8155	109.71	0.49	2.48	75.03	166.21	32.44	True	no
346	Aragonit	0.1872	0.48821	3	422.08	47.00	0.74327	2.3178	128.36	0.72	1.38	64.85	168.73	23.97	True	no
347	Aragonit	0.1584	0.44909	3	487.91	45.91	0.6853	2.3286	132.38	0.68	1.63	66.23	147.35	177.71	True	no
348	Aragonit	0.2448	0.55829	4	491.41	45.76	0.67917	1.4799	111.04	0.51	0.95	60.98	149.86	127.77	True	no
349	Aragonit	1.1232	1.1959	3	534.92	50.92	2.0211	2.8563	137.64	0.86	1.70	59.13	149.69	58.35	True	no
350	Aragonit	2.2896	1.7074	5	613.28	51.82	2.2669	1.7627	143.58	0.75	1.44	65.68	150.63	77.96	True	no
351	Aragonit	0.2304	0.54162	1	867.81	45.50	0.89515	2.7315	155.62	0.68	1.08	77.91	151.54	2.35	True	no
352	Aragonit	0.144	0.42819	0	888.70	45.70	0.48255	1.27	45	0.14	0.71	87.22	140.53	6.71	True	no
353	Aragonit	0.2736	0.59022	3	39.16	46.84	0.63878	1.1713	135	0.61	1.46	55.88	18.36	136.99	True	no
354	Aragonit	0.5472	0.8347	6	125.11	48.37	1.0921	1.7118	73.801	0.54	1.38	34.90	11.09	3.52	True	no
355	Aragonit	0.4176	0.72918	2	345.48	49.41	1.4755	4.0948	128.81	0.58	1.05	102.99	155.57	16.07	True	no
356	Aragonit	1.5696	1.4137	4	204.73	53.74	2.0882	2.1819	82.858	0.64	2.41	150.56	8.40	96.77	True	no
357	Aragonit	2.1744	1.6639	7	315.01	58.58	2.8258	2.8842	136.4	0.65	2.00	32.72	3.27	130.42	True	no
358	Aragonit	4.3056	2.3414	7	371.14	67.12	4.531	3.7449	100.09	0.57	1.77	45.57	160.89	67.05	True	no
359	Aragonit	4.7808	2.4672	4	395.73	64.55	4.3694	3.1364	119.58	0.67	1.85	69.70	166.86	80.07	True	no
360	Aragonit	0.1728	0.46906	2	619.00	48.58	0.87198	3.4559	121.77	0.56	1.46	71.13	153.30	135.19	True	no
361	Aragonit	0.3312	0.64938	2	629.13	48.30	0.93003	2.0511	135.75	0.53	1.39	70.27	153.19	81.08	True	no
362	Aragonit	2.1456	1.6528	3	712.72	53.89	3.0803	3.4731	140.95	0.51	1.64	74.70	141.97	131.63	True	no
363	Aragonit	0.648	0.90833	2	871.82	49.64	1.0698	1.3872	175.67	0.69	2.37	81.57	146.81	3.42	True	no
364	Aragonit	0.1584	0.44909	1	82.09	49.27	0.63919	2.0258	65.663	0.66	1.11	89.82	15.83	75.94	True	no
365	Aragonit	0.1728	0.46906	2	296.25	49.42	0.7927	2.856	98.707	0.43	1.39	22.69	172.88	144.75	True	no
366	Aragonit	0.144	0.42819	4	494.30	49.00	0.57331	1.7927	60.27	0.40	0.74	58.49	149.41	63.66	True	no
367	Aragonit	5.8464	2.7283	7	528.77	63.73	5.5029	4.0681	130.19	0.66	2.01	58.83	151.25	6.44	True	no
368	Aragonit	0.7632	0.98577	2	732.30	51.60	2.1603	4.8028	154.53	0.46	1.34	74.85	139.56	168.41	True	no
369	Aragonit	0.1584	0.44909	2	779.45	48.82	0.551	1.5054	138.97	0.24	0.40	85.74	146.41	167.70	True	no
370	Aragonit	0.2736	0.59022	2	788.21	49.84	0.84153	2.0329	51.182	0.77	1.81	79.56	142.80	51.82	True	no
371	Aragonit	0.2448	0.55829	2	859.41	48.59	0.72786	1.6997	166.91	0.71	1.15	81.44	148.64	57.73	True	no
372	Aragonit	5.1264	2.5548	10	38.63	65.39	5.208	4.1554	132.94	0.84	3.81	131.42	148.44	34.57	True	no
373	Aragonit	2.3472	1.7287	7	119.92	60.35	2.5553	2.1849	111.31	1.38	3.00	12.81	10.75	85.68	True	no
374	Aragonit	0.1728	0.46906	3	130.17	50.33	0.71977	2.3547	110.39	0.62	1.40	9.68	9.73	26.29	True	no
375	Aragonit	1.3104	1.2917	6	142.92	53.93	1.412	1.1949	15.969	0.64	1.34	54.33	5.52	100.69	True	no
376	Aragonit	12.053	3.9174	14	349.70	72.98	6.1611	2.4736	138.73	1.18	3.43	103.74	154.66	133.95	True	no
377	Aragonit	0.3024	0.62051	5	490.90	51.43	0.75638	1.4859	82.113	0.61	1.14	64.17	147.34	55.51	True	no
378	Aragonit	0.216	0.52442	3	498.47	49.73	0.58333	1.2373	103.7	0.18	0.40	61.43	148.94	124.92	True	no
379	Aragonit	1.0656	1.1648	4	253.43	53.12	1.3916	1.4273	55.55	0.49	1.07	48.52	164.07	78.10	True	no
380	Aragonit	0.3456	0.66335	1	449.17	54.38	1.3793	4.3232	118.12	0.36	0.78	57.85	169.65	90.41	True	no
381	Aragonit	0.2736	0.59022	4	75.11	51.95	0.74838	1.6077	38.084	0.94	1.88	86.32	14.94	132.31	True	no
382	Aragonit	0.5328	0.82364	4	199.65	55.68	1.4888	3.2673	87.139	0.69	1.21	153.82	8.02	29.66	True	no
383	Aragonit	0.504	0.80107	3	751.71	52.51	1.189	2.203	145.09	0.97	1.93	75.10	141.42	163.08	True	no
384	Aragonit	2.1312	1.6473	9	23.02	64.93	3.1587	3.6769	109.92	0.50	1.58	130.56	148.23	86.60	True	no
385	Aragonit	0.432	0.74165	3	47.67	54.23	0.93377	1.5852	153.09	1.07	2.04	81.97	14.32	134.93	True	no
386	Aragonit	0.144	0.42819	3	112.30	52.90	0.48147	1.2644	93.563	0.94	1.37	1.50	9.06	97.31	True	no
387	Aragonit	1.2528	1.263	4	126.49	59.89	1.7319	1.8804	114.71	1.33	2.84	10.19	10.37	24.82	True	no
388	Aragonit	0.3024	0.62051	3	270.19	55.33	1.1886	3.6692	104.97	0.84	1.77	51.24	166.39	16.61	True	no
389	Aragonit	3.0384	1.9669	9	501.61	60.62	2.7187	1.9106	132.73	0.87	2.13	63.30	149.96	118.00	True	no
390	Aragonit	5.1552	2.562	9	736.56	74.73	6.2141	5.8831	124	0.73	2.28	75.12	141.81	68.57	True	no
391	Aragonit	0.1872	0.48821	2	861.38	52.23	0.51217	1.1005	59.036	0.96	1.04	175.23	129.89	84.91	True	no
392	Aragonit	4.1472	2.2979	5	875.92	59.34	2.9888	1.6917	23.306	0.77	2.31	76.11	149.89	62.72	True	no
393	Aragonit	4.6512	2.4335	13	61.58	64.78	3.294	1.8322	58.55	0.97	2.42	108.25	14.63	110.06	True	no
394	Aragonit	0.2016	0.50664	1	84.21	54.86	0.81228	2.5705	60.144	0.71	2.02	84.26	15.19	144.81	True	no
395	Aragonit	1.0224	1.1409	5	132.28	56.86	1.2098	1.1243	134.93	0.55	2.36	6.01	9.26	146.53	True	no
396	Aragonit	0.648	0.90833	2	211.64	56.84	1.1717	1.6641	124.62	1.01	3.49	112.18	170.94	25.46	True	no
397	Aragonit	1.7136	1.4771	4	459.28	62.46	2.5779	3.0458	115.56	0.61	2.10	58.25	169.63	91.28	True	no
398	Aragonit	2.6208	1.8267	4	640.63	63.59	3.6596	4.0135	132.39	0.49	1.23	71.94	152.87	135.63	True	no
399	Aragonit	0.7632	0.98577	5	76.26	56.96	1.2072	1.4996	43.507	0.61	1.55	85.04	15.74	144.34	True	no
400	Aragonit	1.2672	1.2702	4	151.08	58.74	1.3989	1.213	97.889	0.51	1.65	8.15	9.51	28.25	True	no
401	Aragonit	0.7776	0.99502	3	183.31	58.52	1.2447	1.5649	117.79	0.67	1.49	153.70	169.47	139.60	True	no
402	Aragonit	0.3024	0.62051	2	436.00	56.52	1.227	3.9103	116.08	0.84	2.37	66.14	169.94	23.31	True	no
403	Aragonit	20.405	5.0971	11	560.72	92.10	10.136	3.9546	123.49	0.51	2.39	57.73	151.11	69.11	True	no
404	Aragonit	36.72	6.8376	24	637.46	94.26	11.3	2.7309	150.66	1.62	4.64	68.94	148.98	70.04	True	no
405	Aragonit	1.0512	1.1569	4	46.74	62.73	2.1289	3.3862	112.78	0.44	1.48	128.89	150.25	85.87	True	no
406	Aragonit	0.5904	0.86702	1	410.05	60.32	1.8675	4.6392	103.91	0.40	2.01	74.16	167.69	31.51	True	no
407	Aragonit	0.1584	0.44909	2	733.27	55.18	0.65798	2.1466	172.59	0.56	0.88	76.92	138.67	114.35	True	no
408	Aragonit	0.1728	0.46906	3	4.08	56.33	0.52218	1.2393	55.278	0.41	0.61	52.43	13.28	33.87	True	no
409	Aragonit	0.1872	0.48821	3	7.77	56.54	0.61076	1.565	121.19	1.07	2.52	55.46	14.97	88.48	True	no
410	Aragonit	2.016	1.6021	4	10.53	63.40	1.783	1.2385	136.32	1.83	4.86	52.83	16.49	33.52	True	no
411	Aragonit	1.5408	1.4006	4	112.54	63.25	2.4298	3.0095	95.271	0.48	1.22	4.01	9.32	30.78	True	no
412	Aragonit	0.3168	0.63511	4	161.27	57.23	0.74824	1.388	113.88	0.49	1.39	145.85	168.71	173.32	True	no
413	Aragonit	1.0368	1.149	6	168.13	60.88	1.5534	1.8279	126.61	0.53	1.66	149.07	169.01	59.71	True	no
414	Aragonit	0.5616	0.84561	4	196.28	60.05	1.3276	2.4649	98.529	0.63	1.75	64.66	9.74	75.82	True	no
415	Aragonit	0.7632	0.98577	3	256.96	59.94	1.2051	1.4946	103.96	0.69	1.34	54.66	163.65	73.73	True	no
416	Aragonit	0.7056	0.94784	4	51.43	59.86	1.12	1.3963	80.28	0.58	1.30	106.96	13.65	47.45	True	no
417	Aragonit	0.144	0.42819	4	352.50	57.00	0.54718	1.633	153.43	0.95	1.22	102.28	156.49	5.62	True	no
418	Aragonit	0.6048	0.87753	3	423.29	60.98	1.3185	2.2576	90.495	0.49	1.77	75.87	170.30	21.73	True	no
419	Aragonit	1.7568	1.4956	3	890.78	61.16	1.6931	1.2816	172.83	0.83	2.46	74.93	152.55	178.81	True	no
420	Aragonit	0.144	0.42819	2	462.90	58.80	0.58944	1.895	78.823	0.35	0.55	123.52	131.43	175.32	True	no
421	Aragonit	0.504	0.80107	3	789.54	62.60	1.3375	2.7877	114.92	0.50	0.99	86.12	145.88	167.75	True	no
422	Aragonit	0.6336	0.89818	1	222.18	63.05	1.1583	1.6632	68.689	0.56	1.22	109.80	170.59	150.35	True	no
423	Aragonit	2.2752	1.702	4	314.77	68.03	2.306	1.8357	102.02	0.52	2.38	17.94	3.82	28.26	True	no
